,Invested Amount,Successful Attacks,Failed Attacks,Business Value,Number of Employees,Employee Training,Known Vulnerabilities,External Advisor,Risk
2137,700885,45,41,5020429,9394,MEDIUM,9,YES,MEDIUM
2138,513822,17,22,5031403,5527,MEDIUM,9,NO,HIGH
2139,566553,26,13,5039914,7797,LOW,1,YES,MEDIUM
2140,306047,42,13,5047482,6004,HIGH,2,YES,LOW
2141,724125,27,1,4958632,2772,MEDIUM,8,NO,HIGH
2142,961155,9,18,4967481,2873,HIGH,8,YES,MEDIUM
2143,178487,46,37,5001999,1011,MEDIUM,8,YES,HIGH
2144,901349,48,0,4912004,7660,MEDIUM,8,NO,HIGH
2145,745519,31,2,4996615,3401,HIGH,7,NO,HIGH
2146,401838,24,24,4931218,5215,HIGH,4,YES,LOW
2147,404933,34,20,5000835,9991,MEDIUM,9,NO,HIGH
2148,527427,29,29,4966499,6097,HIGH,7,NO,MEDIUM
2149,165154,29,6,4957851,8502,LOW,8,NO,HIGH
2150,730104,19,8,5019885,8142,HIGH,4,NO,MEDIUM
2151,552654,14,41,5052237,6463,MEDIUM,7,NO,HIGH
2152,1484409,25,45,4950936,4517,LOW,3,YES,MEDIUM
2153,1119059,3,42,5019166,6903,HIGH,2,YES,LOW
2154,1083332,42,27,4941844,435,MEDIUM,6,YES,HIGH
2155,251725,17,16,4918896,5349,HIGH,8,YES,MEDIUM
2156,673690,17,12,5095502,2925,MEDIUM,4,YES,MEDIUM
2157,720445,5,22,5026078,8582,MEDIUM,6,NO,MEDIUM
2158,1356182,27,4,5063819,6241,HIGH,8,NO,MEDIUM
2159,1450857,43,23,4933626,7647,LOW,3,NO,HIGH
2160,446370,16,11,4981434,818,HIGH,1,NO,HIGH
2161,1132193,19,26,4915768,2955,LOW,6,YES,MEDIUM
2162,1253185,43,6,4956476,8892,MEDIUM,6,YES,MEDIUM
2163,990446,29,17,5147424,4414,LOW,4,NO,HIGH
2164,211854,2,5,5000300,7363,MEDIUM,7,YES,LOW
2165,1210464,10,20,5024462,631,HIGH,3,NO,HIGH
2166,1149309,23,30,4996472,8378,LOW,9,YES,HIGH
2167,552929,14,40,5059069,2802,HIGH,0,NO,MEDIUM
2168,1332809,2,38,4985909,1826,HIGH,4,NO,MEDIUM
2169,575837,42,4,5007940,7510,HIGH,0,YES,LOW
2170,371031,11,34,4989339,4284,MEDIUM,6,NO,HIGH
2171,1341748,1,13,4989609,6338,MEDIUM,6,YES,LOW
2172,260957,34,3,4936661,9398,LOW,0,NO,HIGH
2173,129208,1,31,4948848,6926,HIGH,9,YES,LOW
2174,1420743,34,48,4977216,3484,HIGH,4,NO,HIGH
2175,922711,41,3,5049064,7556,LOW,3,NO,HIGH
2176,1150758,16,32,4996479,6261,HIGH,1,YES,LOW
2177,283657,31,18,5002858,7942,HIGH,8,NO,MEDIUM
2178,674075,27,43,5069644,8754,LOW,0,YES,MEDIUM
2179,695712,0,3,5029085,6838,HIGH,1,NO,LOW
2180,1141548,42,27,4958421,6741,LOW,9,NO,HIGH
2181,244585,46,33,5011852,8792,HIGH,7,YES,LOW
2182,457792,46,22,4997219,9197,LOW,7,YES,HIGH
2183,70195,40,7,5071194,6504,MEDIUM,2,NO,HIGH
2184,1399526,5,4,5068924,214,LOW,1,NO,MEDIUM
2185,478163,11,49,4992397,395,LOW,4,YES,MEDIUM
2186,637422,43,22,4931840,1310,HIGH,6,YES,HIGH
2187,1144060,11,49,4951493,597,HIGH,5,YES,MEDIUM
2188,667833,19,17,4956319,1115,MEDIUM,2,YES,MEDIUM
2189,801217,36,32,5009099,1975,MEDIUM,9,YES,HIGH
2190,9550,8,19,5056024,1926,HIGH,6,YES,MEDIUM
2191,7140,3,8,5010113,1551,HIGH,9,NO,HIGH
2192,907041,24,42,5011769,4053,HIGH,7,NO,HIGH
2193,979068,45,37,5049048,3738,MEDIUM,2,YES,MEDIUM
2194,735004,32,25,5006083,854,MEDIUM,0,NO,HIGH
2195,783984,10,16,5125911,3654,HIGH,4,YES,LOW
2196,549691,19,24,5054367,6015,MEDIUM,5,YES,MEDIUM
2197,1371373,2,13,4963805,2574,HIGH,7,NO,MEDIUM
2198,779113,47,46,4978598,1691,HIGH,7,YES,HIGH
2199,1262099,29,14,5040246,3159,HIGH,0,NO,MEDIUM
2200,949132,18,27,4999495,4034,HIGH,7,YES,MEDIUM
2201,728955,15,44,5028423,9709,HIGH,5,NO,LOW
2202,868100,4,18,4946438,1294,LOW,9,NO,HIGH
2203,1328537,21,35,4889890,8290,HIGH,1,NO,LOW
2204,760724,0,9,4960020,4709,MEDIUM,9,YES,MEDIUM
2205,157373,49,18,4984618,3588,HIGH,3,NO,HIGH
2206,844090,0,37,5062453,5348,HIGH,0,YES,LOW
2207,116946,20,46,4880358,1672,MEDIUM,9,YES,HIGH
2208,388448,1,39,5069395,9218,HIGH,4,YES,LOW
2209,1456423,20,10,4923360,8882,MEDIUM,2,YES,LOW
2210,403939,10,19,4958149,1272,MEDIUM,0,NO,MEDIUM
2211,602624,48,5,4889912,978,LOW,1,YES,MEDIUM
2212,1489447,39,11,5048711,1662,LOW,2,YES,MEDIUM
2213,522896,0,44,5067185,2184,LOW,9,YES,MEDIUM
2214,1100211,15,6,5003131,4761,LOW,9,NO,HIGH
2215,925885,13,36,4982014,8967,HIGH,7,YES,LOW
2216,1404935,31,45,5099069,90,LOW,2,NO,HIGH
2217,136321,5,0,4999119,9169,HIGH,1,YES,LOW
2218,233608,12,40,4999102,9656,MEDIUM,4,YES,LOW
2219,887605,8,2,4963114,8170,HIGH,1,YES,LOW
2220,1149133,5,5,5055794,6354,HIGH,8,NO,MEDIUM
2221,560841,49,18,5034034,7309,LOW,8,NO,HIGH
2222,1163960,34,34,5138452,7521,HIGH,5,NO,MEDIUM
2223,17961,15,37,4966659,2309,LOW,1,NO,HIGH
2224,970525,45,41,4997808,8223,HIGH,9,NO,MEDIUM
2225,1462465,26,14,4995405,6925,MEDIUM,0,YES,LOW
2226,885029,44,39,5038208,771,HIGH,2,YES,MEDIUM
2227,958492,36,43,4930532,5898,HIGH,5,YES,LOW
2228,111860,8,33,5048950,4595,LOW,9,NO,HIGH
2229,71687,43,23,4917870,3752,LOW,4,YES,HIGH
2230,1415437,30,49,4985799,9246,LOW,6,YES,MEDIUM
2231,786779,10,1,4882239,8392,MEDIUM,9,NO,HIGH
2232,324580,49,47,4927566,3604,MEDIUM,2,NO,HIGH
2233,17799,4,14,5010620,2495,HIGH,6,NO,HIGH
2234,449441,44,3,5020716,3699,LOW,0,NO,HIGH
2235,392940,12,26,4897536,6941,HIGH,9,NO,MEDIUM
2236,38392,8,7,4927341,9177,HIGH,6,NO,LOW
2237,1309109,38,40,5006645,1792,LOW,7,NO,HIGH
2238,529597,45,2,5068088,2030,LOW,0,NO,HIGH
2239,850403,22,20,5049541,6586,MEDIUM,5,YES,MEDIUM
2240,678677,9,33,5033102,9573,LOW,4,YES,MEDIUM
2241,858573,16,23,5005158,2388,LOW,8,NO,HIGH
2242,656152,28,4,5013306,2717,MEDIUM,1,YES,MEDIUM
2243,915595,23,47,4961869,737,HIGH,2,NO,HIGH
2244,1311043,22,44,4977565,6390,MEDIUM,1,YES,LOW
2245,691576,39,43,4999545,8900,MEDIUM,0,NO,MEDIUM
2246,1359009,17,1,5042550,9151,MEDIUM,6,YES,LOW
2247,651283,35,3,4996868,5424,LOW,0,NO,HIGH
2248,1187137,13,40,4973006,3215,LOW,7,YES,MEDIUM
2249,346650,1,7,4958059,2376,LOW,4,YES,MEDIUM
2250,48832,3,36,5053261,405,LOW,1,YES,MEDIUM
2251,1365231,0,30,5032979,2048,LOW,3,YES,MEDIUM
2252,463307,36,12,4995711,3057,MEDIUM,6,YES,MEDIUM
2253,440783,12,21,5015626,2897,HIGH,5,YES,MEDIUM
2254,779535,4,24,5050108,512,MEDIUM,6,YES,MEDIUM
2255,374956,49,1,5061740,6379,LOW,3,NO,HIGH
2256,1111399,47,26,5022037,1619,LOW,5,YES,HIGH
2257,892743,26,37,4916717,5536,LOW,5,NO,HIGH
2258,1257895,40,42,5017958,7176,MEDIUM,2,NO,HIGH
2259,140124,29,40,5009418,398,HIGH,5,NO,HIGH
2260,1421759,45,36,4933424,3152,LOW,7,YES,HIGH
2261,744186,35,15,5062214,6629,LOW,0,YES,MEDIUM
2262,786765,30,47,5047566,4454,HIGH,5,NO,HIGH
2263,687422,29,43,4970546,4721,HIGH,3,YES,LOW
2264,1140718,26,6,4996817,8218,HIGH,5,YES,LOW
2265,137462,14,3,4989849,3623,MEDIUM,2,YES,MEDIUM
2266,705867,24,1,4987238,9465,MEDIUM,2,NO,MEDIUM
2267,288587,29,32,4986840,3520,LOW,9,YES,HIGH
2268,43472,8,3,5101902,5815,LOW,9,NO,HIGH
2269,462724,11,47,4965902,9563,LOW,6,NO,HIGH
2270,866610,20,15,5030474,7373,MEDIUM,1,NO,MEDIUM
2271,454722,18,39,4991314,3052,HIGH,0,YES,LOW
2272,1103112,17,17,4963138,5807,HIGH,5,NO,MEDIUM
2273,1485941,46,16,4975724,3759,HIGH,8,YES,MEDIUM
2274,203527,15,31,5059035,5337,MEDIUM,9,NO,HIGH
2275,112797,11,18,5007565,278,LOW,0,YES,MEDIUM
2276,1327531,24,0,5036205,5944,MEDIUM,4,NO,HIGH
2277,254121,35,18,5020449,3384,LOW,8,YES,HIGH
2278,723062,20,41,5034758,8921,LOW,0,YES,MEDIUM
2279,435166,37,20,4877664,5006,MEDIUM,6,YES,MEDIUM
2280,606536,0,39,5097313,1173,LOW,5,YES,MEDIUM
2281,815225,18,25,4890594,9341,HIGH,6,NO,LOW
2282,841335,18,24,5013299,8337,LOW,4,YES,MEDIUM
2283,908925,12,47,4947362,1735,HIGH,5,YES,MEDIUM
2284,1351249,34,46,4999412,7537,MEDIUM,6,NO,HIGH
2285,594246,37,40,5025256,2228,MEDIUM,8,NO,HIGH
2286,1286731,45,39,4944488,7283,HIGH,5,NO,MEDIUM
2287,478477,32,47,5092167,3153,HIGH,1,YES,MEDIUM
2288,176337,19,16,4941321,7436,LOW,6,YES,MEDIUM
2289,728477,33,13,5027023,6825,LOW,7,YES,HIGH
2290,569326,10,6,5056493,1482,HIGH,1,NO,MEDIUM
2291,532912,16,49,5062777,2360,LOW,6,YES,MEDIUM
2292,641839,25,42,5083929,1332,MEDIUM,5,YES,MEDIUM
2293,1208139,45,15,5023707,3713,HIGH,1,NO,HIGH
2294,99417,9,43,5028572,3605,MEDIUM,7,NO,HIGH
2295,204430,18,36,5043657,3259,MEDIUM,0,YES,LOW
2296,1481858,43,22,4964415,2087,HIGH,9,YES,HIGH
2297,343946,24,3,5011176,968,LOW,7,YES,HIGH
2298,79606,5,23,5015238,8923,HIGH,0,NO,LOW
2299,359401,1,11,5049230,8482,LOW,8,NO,HIGH
2300,1005674,5,3,4980896,5169,LOW,6,NO,HIGH
2301,748873,29,17,5074067,1599,MEDIUM,1,NO,HIGH
2302,1344670,2,10,4986012,6419,LOW,9,YES,MEDIUM
2303,1128832,44,47,4970940,4245,HIGH,1,NO,MEDIUM
2304,989235,1,5,4983334,288,HIGH,6,NO,HIGH
2305,1084939,22,35,4922111,2148,MEDIUM,0,YES,MEDIUM
2306,674461,27,11,4981595,3864,LOW,9,YES,HIGH
2307,648167,34,20,4939198,9350,LOW,3,YES,MEDIUM
2308,1378002,13,40,5050155,6458,HIGH,5,YES,LOW
2309,956344,17,9,4948779,5467,LOW,5,YES,MEDIUM
2310,14622,31,46,5108166,8909,LOW,7,NO,HIGH
2311,552245,13,8,5019247,1007,HIGH,6,YES,MEDIUM
2312,243886,24,5,4945692,2402,HIGH,8,NO,HIGH
2313,31176,12,18,5028833,4882,HIGH,9,NO,HIGH
2314,239873,33,10,5042963,9208,LOW,5,NO,HIGH
2315,282240,13,0,4955943,1261,MEDIUM,0,NO,HIGH
2316,819353,4,23,4991023,3250,HIGH,8,NO,HIGH
2317,946498,13,18,4931965,7662,LOW,3,YES,MEDIUM
2318,1459514,22,8,5031396,2125,MEDIUM,2,NO,HIGH
2319,1388962,43,43,5020055,3574,LOW,5,YES,HIGH
2320,187969,1,40,5047611,5365,HIGH,1,YES,LOW
2321,1038031,33,30,4984545,621,HIGH,2,YES,MEDIUM
2322,743342,47,14,5058066,8939,MEDIUM,7,NO,HIGH
2323,484306,29,40,4965245,5243,HIGH,6,YES,MEDIUM
2324,1303485,19,16,4983502,3231,MEDIUM,2,NO,MEDIUM
2325,511496,1,31,4988161,3186,MEDIUM,6,NO,HIGH
2326,1204064,13,24,5020584,9838,HIGH,2,YES,LOW
2327,329319,2,26,4974567,8850,HIGH,2,NO,LOW
2328,544517,0,48,5032568,1375,MEDIUM,0,YES,LOW
2329,1468646,3,12,4985986,9022,LOW,6,NO,HIGH
2330,689842,40,45,4964816,5855,LOW,4,YES,HIGH
2331,297012,18,18,4890164,5374,LOW,4,NO,HIGH
2332,655808,26,26,4976998,4362,HIGH,2,YES,LOW
2333,1264680,38,20,4979118,7517,HIGH,9,NO,MEDIUM
2334,838356,16,30,4922322,779,LOW,5,NO,HIGH
2335,165487,22,44,5036964,3826,LOW,0,YES,MEDIUM
2336,695458,9,11,4941859,5094,HIGH,5,NO,MEDIUM
2337,1318801,32,45,4977454,8923,LOW,4,YES,MEDIUM
2338,998459,7,9,5005187,4122,HIGH,5,NO,MEDIUM
2339,247257,23,43,5116952,9918,HIGH,9,NO,MEDIUM
2340,578690,16,30,4997820,5222,HIGH,1,YES,LOW
2341,673460,27,8,5043132,9088,LOW,7,YES,HIGH
2342,1233579,30,30,4914036,8969,MEDIUM,6,YES,MEDIUM
2343,1447815,30,8,5063695,2847,MEDIUM,5,NO,HIGH
2344,317674,46,29,4969928,2345,MEDIUM,5,NO,HIGH
2345,317563,37,20,4965627,7441,LOW,5,NO,HIGH
2346,1133253,16,41,4970385,237,LOW,2,YES,MEDIUM
2347,1217413,43,16,5079275,9770,MEDIUM,9,NO,HIGH
2348,1432314,47,20,4956487,2967,MEDIUM,6,YES,MEDIUM
2349,561359,9,41,4946519,2873,MEDIUM,4,YES,MEDIUM
2350,889304,39,21,4919208,3880,LOW,5,NO,HIGH
2351,138310,2,23,4952532,9295,LOW,0,NO,HIGH
2352,714591,20,13,5005004,5452,HIGH,4,NO,MEDIUM
2353,388949,41,31,4943815,459,LOW,3,NO,HIGH
2354,449416,21,31,4963618,6350,MEDIUM,2,YES,LOW
2355,885614,28,2,5029109,6622,HIGH,0,NO,MEDIUM
2356,136586,33,26,4945220,6412,MEDIUM,5,NO,HIGH
2357,1086309,7,10,4919246,1083,LOW,4,YES,MEDIUM
2358,802753,0,6,5022589,3874,HIGH,9,NO,MEDIUM
2359,557189,26,12,5042588,1144,LOW,0,YES,MEDIUM
2360,1144685,45,36,5063628,7451,MEDIUM,1,NO,HIGH
2361,755473,13,20,5022867,7937,HIGH,2,YES,LOW
2362,709534,32,48,4970958,2062,LOW,1,NO,HIGH
2363,1113412,18,7,4999597,1504,HIGH,6,YES,MEDIUM
2364,112739,21,46,4945286,1622,HIGH,7,YES,MEDIUM
2365,724443,22,7,4992546,5460,LOW,2,NO,HIGH
2366,1006224,18,29,5038954,6422,MEDIUM,9,YES,MEDIUM
2367,848313,43,31,5121886,2662,MEDIUM,9,YES,HIGH
2368,1470001,17,36,5011623,6774,MEDIUM,1,NO,MEDIUM
2369,1047165,9,38,5027635,9323,LOW,5,YES,MEDIUM
2370,887338,37,47,4989894,3403,LOW,4,NO,HIGH
2371,471196,3,5,4978750,1657,MEDIUM,7,NO,HIGH
2372,758642,18,27,4886293,701,HIGH,6,YES,MEDIUM
2373,467649,14,12,4994097,6463,HIGH,5,NO,MEDIUM
2374,521485,19,30,5064273,4849,HIGH,3,YES,LOW
2375,791362,28,16,4972717,215,HIGH,4,NO,HIGH
2376,224836,30,40,5002350,9246,LOW,8,YES,HIGH
2377,558930,28,37,4941589,2522,LOW,7,YES,HIGH
2378,449730,49,38,5003597,8358,MEDIUM,8,YES,MEDIUM
2379,865441,41,29,4993439,7392,HIGH,1,YES,LOW
2380,159049,17,39,4889543,5000,LOW,3,NO,HIGH
2381,1270295,7,41,4944099,1764,MEDIUM,5,YES,MEDIUM
2382,535927,12,14,5011407,6568,MEDIUM,0,NO,MEDIUM
2383,903320,21,26,5000042,2565,MEDIUM,9,YES,MEDIUM
2384,218327,43,2,5041455,5367,HIGH,2,YES,LOW
2385,142896,31,21,4953734,8764,MEDIUM,8,NO,HIGH
2386,699761,23,16,4968759,9086,LOW,0,YES,MEDIUM
2387,1335358,38,4,4949684,5732,HIGH,4,YES,LOW
2388,1430087,4,9,4971949,9345,MEDIUM,0,NO,LOW
2389,415804,37,23,4925904,7807,LOW,0,YES,MEDIUM
2390,700597,13,2,5077895,1184,HIGH,9,NO,HIGH
2391,845480,24,7,4997211,911,MEDIUM,5,YES,MEDIUM
2392,1408343,20,19,4984150,2313,LOW,8,YES,MEDIUM
2393,685878,34,44,5032011,5531,MEDIUM,2,YES,MEDIUM
2394,962873,11,34,4958462,5935,HIGH,5,YES,LOW
2395,723924,7,15,4959704,2440,HIGH,7,NO,HIGH
2396,1427951,28,40,4994575,9285,HIGH,9,YES,LOW
2397,1282774,9,18,4951781,3578,HIGH,1,NO,MEDIUM
2398,682296,34,37,4997006,3068,MEDIUM,5,NO,HIGH
2399,706293,3,26,4969764,3800,HIGH,4,YES,LOW
2400,989125,49,9,5022676,9612,HIGH,6,YES,LOW
2401,534274,45,36,5015037,7247,MEDIUM,5,YES,MEDIUM
2402,436948,4,30,5077930,686,LOW,9,YES,MEDIUM
2403,595481,5,27,4985070,4911,MEDIUM,4,NO,MEDIUM
2404,788674,49,47,5008395,461,MEDIUM,6,NO,HIGH
2405,194553,5,23,4988298,5407,LOW,0,YES,MEDIUM
2406,247342,35,23,4955012,173,LOW,9,NO,HIGH
2407,310592,40,0,5041810,667,LOW,3,YES,HIGH
2408,207463,22,21,5042885,8528,HIGH,7,NO,MEDIUM
2409,844518,16,1,4882084,4873,LOW,4,YES,MEDIUM
2410,624050,22,32,4971363,8275,LOW,1,NO,HIGH
2411,512515,27,16,4972231,251,LOW,8,YES,HIGH
2412,860357,46,3,5007320,1682,MEDIUM,9,YES,HIGH
2413,381834,3,36,5019427,5830,LOW,3,YES,MEDIUM
2414,687721,30,11,4961698,2428,LOW,0,NO,HIGH
2415,27904,10,47,4945258,7157,LOW,6,NO,HIGH
2416,1237019,9,16,5030158,4553,LOW,5,YES,MEDIUM
2417,343952,28,13,4992690,7595,MEDIUM,0,NO,MEDIUM
2418,1135610,43,44,5010266,6726,HIGH,3,NO,MEDIUM
2419,1459988,24,25,5030306,3485,LOW,2,NO,HIGH
2420,459130,5,40,5005528,7557,HIGH,2,NO,LOW
2421,1083526,19,12,4972009,1492,LOW,0,NO,HIGH
2422,1084961,26,35,5009886,1606,HIGH,7,YES,MEDIUM
2423,601105,4,7,4957051,5783,LOW,0,YES,LOW
2424,1316937,47,36,5001073,7134,MEDIUM,5,YES,MEDIUM
2425,1349666,48,25,4920805,8714,MEDIUM,5,NO,HIGH
2426,297888,42,2,4972034,7535,LOW,5,YES,HIGH
2427,1194573,37,29,4956122,7232,MEDIUM,2,NO,MEDIUM
2428,901132,10,43,4990661,8860,LOW,5,NO,HIGH
2429,1214832,25,17,5034300,9931,MEDIUM,3,YES,LOW
2430,1468504,43,3,4990784,1734,HIGH,5,YES,MEDIUM
2431,711715,37,29,5010777,818,MEDIUM,5,YES,HIGH
2432,814268,7,10,4969104,3007,HIGH,2,YES,LOW
2433,869289,35,23,4968016,361,LOW,7,YES,HIGH
2434,1035572,15,22,4979644,7338,HIGH,9,NO,MEDIUM
2435,1087456,12,47,5067725,2567,MEDIUM,1,YES,LOW
2436,1480110,32,22,5033202,6482,HIGH,5,YES,LOW
2437,152745,19,48,4975295,8035,LOW,9,NO,HIGH
2438,70716,10,25,4986119,7192,LOW,6,NO,HIGH
2439,861753,26,2,4951853,3519,MEDIUM,2,NO,HIGH
2440,1457508,20,45,5006050,5902,LOW,4,NO,HIGH
2441,1390500,43,37,4964939,4278,MEDIUM,9,NO,HIGH
2442,1441215,31,26,4957198,407,LOW,2,NO,HIGH
2443,1088749,34,34,4989562,3009,LOW,4,NO,HIGH
2444,1229682,26,32,5033152,2750,HIGH,6,NO,HIGH
2445,61322,37,22,4943412,4815,HIGH,7,NO,HIGH
2446,996939,18,40,4999069,7530,LOW,1,NO,HIGH
2447,563363,2,18,5007502,9535,LOW,4,NO,HIGH
2448,1219529,36,36,4955201,5566,HIGH,6,YES,LOW
2449,700016,12,36,4953837,1496,HIGH,9,NO,HIGH
2450,704144,18,19,5011334,9580,LOW,8,YES,HIGH
2451,1377341,10,11,4973971,8232,HIGH,9,NO,MEDIUM
2452,984348,24,43,4934191,9640,HIGH,2,YES,LOW
2453,340636,43,37,4958260,1822,LOW,6,YES,HIGH
2454,905479,41,28,4991095,6738,HIGH,4,NO,MEDIUM
2455,1175125,3,44,5043194,779,MEDIUM,2,NO,MEDIUM
2456,1213175,19,24,4951367,2704,HIGH,9,NO,HIGH
2457,1274406,20,39,5009657,4347,MEDIUM,4,YES,MEDIUM
2458,1003965,1,31,4927097,3503,LOW,4,NO,HIGH
2459,77347,13,18,4944820,145,HIGH,7,NO,HIGH
2460,1117927,36,19,4945659,6095,MEDIUM,9,NO,HIGH
2461,976398,41,49,5040310,5097,MEDIUM,8,YES,MEDIUM
2462,248151,20,7,5050705,2891,LOW,6,YES,MEDIUM
2463,1417340,7,27,4931463,1931,MEDIUM,3,YES,LOW
2464,878544,24,46,4949995,3754,MEDIUM,4,YES,MEDIUM
2465,882430,14,20,5060973,9016,LOW,0,YES,MEDIUM
2466,656594,10,27,5020277,9612,MEDIUM,6,NO,MEDIUM
2467,1107173,19,0,5109881,8342,LOW,6,YES,MEDIUM
2468,1284479,49,36,4914864,1081,MEDIUM,5,NO,HIGH
2469,659660,26,40,4935612,9666,HIGH,2,YES,LOW
2470,1275774,42,35,4932109,9448,LOW,6,NO,HIGH
2471,1431866,6,13,4982065,1526,LOW,4,NO,HIGH
2472,355883,40,41,4996303,950,HIGH,4,YES,MEDIUM
2473,890268,5,33,5102665,8428,HIGH,3,NO,LOW
2474,531138,7,45,4999210,2294,LOW,7,YES,MEDIUM
2475,792184,5,16,4882251,8258,LOW,1,YES,MEDIUM
2476,333118,45,29,4992547,9671,LOW,9,YES,HIGH
2477,726082,42,34,4972479,1733,HIGH,4,YES,MEDIUM
2478,247791,0,1,5024896,2213,MEDIUM,4,YES,MEDIUM
2479,1444738,38,38,5002280,4881,MEDIUM,4,NO,HIGH
2480,1260976,9,25,5058204,7408,HIGH,6,NO,MEDIUM
2481,837885,28,48,4934738,4395,MEDIUM,0,YES,LOW
2482,1172964,3,41,4963727,7859,MEDIUM,7,NO,MEDIUM
2483,1325058,4,26,5009519,3167,HIGH,5,NO,MEDIUM
2484,312748,4,18,5039465,654,MEDIUM,8,YES,MEDIUM
2485,687087,49,34,4989326,3439,HIGH,6,NO,HIGH
2486,374664,42,23,4997873,1541,LOW,4,NO,HIGH
2487,1189580,31,30,5077639,4913,HIGH,0,YES,LOW
2488,384299,47,33,5036461,8184,MEDIUM,9,YES,MEDIUM
2489,890411,48,27,4989937,460,HIGH,7,YES,HIGH
2490,1183363,11,47,5029207,1006,MEDIUM,1,NO,MEDIUM
2491,482975,2,30,5022041,6809,LOW,0,YES,LOW
2492,1196072,37,11,4964320,5164,LOW,7,NO,HIGH
2493,1483936,20,21,5057418,2377,MEDIUM,5,YES,MEDIUM
2494,1123751,7,18,4973676,4511,HIGH,8,NO,MEDIUM
2495,269134,25,33,4992182,3451,MEDIUM,1,YES,MEDIUM
2496,951618,4,47,4959725,4275,LOW,9,NO,HIGH
2497,222474,11,14,5032864,8496,MEDIUM,0,YES,LOW
2498,566801,40,40,4964181,2060,HIGH,8,YES,HIGH
2499,677548,9,39,5038206,5336,HIGH,0,YES,LOW
2500,665548,36,40,5009867,689,HIGH,5,YES,MEDIUM
2501,1077368,49,26,4956644,7745,LOW,4,NO,HIGH
2502,886344,23,42,4877488,6623,LOW,8,YES,HIGH
2503,801910,21,48,4990112,3618,MEDIUM,6,YES,MEDIUM
2504,748278,16,1,5023228,9286,MEDIUM,6,NO,MEDIUM
2505,1052033,39,40,5019705,5429,HIGH,6,YES,MEDIUM
2506,608072,17,44,5069017,3373,HIGH,4,NO,MEDIUM
2507,1401712,2,40,5030324,4820,MEDIUM,5,NO,MEDIUM
2508,1213558,11,12,5028636,3248,HIGH,0,NO,MEDIUM
2509,1212655,16,19,5066190,5328,LOW,7,YES,MEDIUM
2510,1291433,5,41,5011880,2382,LOW,9,YES,MEDIUM
2511,1170193,15,38,5063604,7557,MEDIUM,1,YES,LOW
2512,1105747,20,6,4968004,4905,HIGH,2,NO,MEDIUM
2513,169151,30,38,4975240,842,LOW,9,NO,HIGH
2514,1155591,10,22,4947971,1910,MEDIUM,4,NO,HIGH
2515,1159157,16,26,4920534,4197,MEDIUM,9,YES,MEDIUM
2516,286374,17,14,5043387,6454,HIGH,7,NO,MEDIUM
2517,726315,9,43,4964846,7939,MEDIUM,3,YES,LOW
2518,719692,46,22,5111615,1706,MEDIUM,9,NO,HIGH
2519,289210,43,8,4899647,7321,HIGH,9,NO,HIGH
2520,482174,20,22,5030525,384,LOW,8,YES,HIGH
2521,1413858,46,32,4999133,1715,HIGH,9,YES,HIGH
2522,237463,24,6,4965465,9688,MEDIUM,1,YES,LOW
2523,870596,33,40,4934909,2836,MEDIUM,0,NO,HIGH
2524,1088516,35,10,5025207,7157,HIGH,4,YES,LOW
2525,816565,49,10,4970489,6886,HIGH,7,YES,MEDIUM
2526,843667,28,29,5005104,6325,HIGH,4,NO,MEDIUM
2527,1058517,27,9,4900428,2107,HIGH,1,YES,MEDIUM
2528,1129832,8,29,4993996,4021,LOW,8,NO,HIGH
2529,551804,22,18,5015132,6239,HIGH,0,NO,MEDIUM
2530,530476,4,4,4972001,2710,HIGH,7,YES,MEDIUM
2531,510973,12,14,4991840,9740,MEDIUM,3,YES,LOW
2532,169571,15,4,4991735,6628,HIGH,7,YES,LOW
2533,455338,39,18,4951913,7442,LOW,6,YES,HIGH
2534,1279144,27,40,5071087,4261,HIGH,4,NO,MEDIUM
2535,115087,37,25,5093871,1601,MEDIUM,4,YES,MEDIUM
2536,663740,12,32,5015379,689,MEDIUM,8,NO,HIGH
2537,997906,37,48,4974679,5849,MEDIUM,9,YES,MEDIUM
2538,1301782,18,20,5019709,194,MEDIUM,9,YES,MEDIUM
2539,695758,39,8,5075915,5914,HIGH,0,YES,LOW
2540,441237,14,37,4994402,8955,MEDIUM,8,NO,HIGH
2541,855575,42,49,5041221,9635,MEDIUM,8,NO,HIGH
2542,59328,5,3,4982572,8833,LOW,3,YES,MEDIUM
2543,177666,35,37,4986672,4265,LOW,9,YES,HIGH
2544,1383908,37,31,5033698,5350,HIGH,0,NO,MEDIUM
2545,423284,41,3,4938015,1885,LOW,6,YES,HIGH
2546,83213,8,31,5014566,4219,HIGH,7,YES,LOW
2547,722062,12,29,4975110,2998,LOW,3,NO,HIGH
2548,75719,44,44,4958530,5400,HIGH,0,YES,LOW
2549,589332,44,24,5004911,6202,MEDIUM,3,NO,HIGH
2550,924220,5,30,5015784,844,HIGH,1,NO,MEDIUM
2551,1187727,4,24,4990103,8240,LOW,4,NO,HIGH
2552,339100,39,42,5028229,859,HIGH,4,NO,HIGH
2553,1098821,15,47,5117710,175,HIGH,9,YES,MEDIUM
2554,32953,20,35,4946474,9831,HIGH,2,NO,LOW
2555,913390,20,40,4966661,8430,MEDIUM,9,NO,HIGH
2556,557730,48,5,4918473,7262,HIGH,2,YES,LOW
